Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Doria-Rose_2015:CAP256	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Soto_2016:IAVI84	Soto_2016:N152	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD6	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-45	Wu_2015:Donor-45	Zhou_2013:Donor-IAVI23	Zhou_2013:Donor-IAVI57	Zhou_2013:Donor-IAVI74	Zhou_2013:Donor-NIAID45	Zhou_2013:Donor-RU3	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Waltari_2018:MT8004	681058	144816	655792	237436	389957	328489	318724	354409	367005	292825	364779	261737	315767	280837	321140	255306	304194	264893	383969	353766	332901	315313	280672	361003	243508	375714	243317	312443	305299	319598	295770	417637	267787	407225	314072	293899	298052	256135	302092	318790	310447	295979	276346	291333	305814	298713	293316	252865	372240	326273	348474	335441	279200	388296	311668	362509	345797	323931	349120	322092	305390	287484	320079	347265	335165	280668	333115	301774	291165	270710	288499	279680	326670	322946	314825	351452	362391	342578	315510	319432	317711	299786	275667	306772	369540	370245	300788	365720	329311	323998	384986	325100	311310	332198	195657	354067	292756	406953	227184	286779	264309	2511764	2654253	2711115	1418261	240293	191545	159815	871284	678162	715680	849420	996878	959724	1100288	848376	627971	857260	550722	1045077	778958	2067672	2364927	1526094	1925344	1546549	1754591	1638251	2106639	2131059	2297824	1991693	1493498	2075055	1672921	1943626	1719884	1436046	1480313	1025369	720612	1381146	639443	2335076	12011321	58551	415837	175287	149513	261846	77475	227878	133123	589530
Wu_2011:Donor-45	41864	1133	46063	24593	27642	26193	25208	27515	26263	24141	25092	23571	25687	24129	24423	24791	24262	22470	28527	27510	26200	24868	24919	26872	21665	27949	24603	25996	25164	26509	25574	27770	25113	28295	24373	24778	24684	25583	25653	25531	24753	24661	23070	25018	24690	23736	23577	22192	26752	27096	26416	25849	23719	28564	24441	26454	29374	27743	27774	27056	25242	23780	25912	27054	25281	24815	26258	25116	25065	25643	23946	23179	26517	26797	25140	26863	26317	26742	25999	23758	26262	23552	24085	24364	27969	28199	25679	25740	26012	23650	29748	25570	23944	26351	19803	28300	25703	25873	20423	23385	20934	62630	63139	63776	63398	1081	22146	1266	41966	32435	39566	44799	41499	43985	43036	41958	37128	43133	32194	48256	38049	48997	51390	46985	51623	47166	49166	47649	54478	53679	55203	47463	51087	55794	51128	52928	47404	39190	41766	34031	28361	43224	30288	50089	58551	100473	82628	19774	20510	41844	32663	44628	38534	51454
Wu_2015:Donor-45	196274	4968	214817	81447	111739	100793	102492	112507	106228	91714	98164	83493	99704	89273	90789	84480	90325	80762	118234	117204	105776	94866	96445	109856	74326	114853	78956	102300	97097	106938	100758	120623	98798	124555	91034	92775	96048	92150	99985	100177	98822	94376	83335	98520	87957	87797	88485	74836	110893	109087	108019	104851	84131	116881	95802	111143	119958	109495	113078	110335	101263	90894	98467	109721	99527	93523	107257	95592	100550	92590	91735	81452	107845	100914	99838	103965	104000	104230	96424	86751	105045	85527	84434	92323	106810	117867	93489	105431	99668	87707	122948	103483	90337	104846	62188	107881	95381	104582	70413	87697	72179	478094	493913	514800	503951	6062	134377	5285	199545	136280	185581	219385	206607	232937	229676	214151	161315	235885	142652	269891	176555	278741	320036	252119	336191	265645	286257	282146	351585	346595	368194	261703	294647	375797	306883	333112	282688	218848	244288	167165	126333	258792	144747	299823	415837	82628	1151286	106231	106537	156703	122750	194301	132382	263142
Zhou_2013:Donor-IAVI23	112177	21256	121892	60991	75830	64580	67172	72573	69918	57681	65677	55524	62542	58909	63529	65541	62578	55274	75933	73479	66521	64474	61867	71718	51442	72611	61113	66254	65864	66883	62370	73546	62456	73236	61131	63101	64388	67015	66567	63607	60745	62307	55330	62441	61139	57003	60927	51909	71519	71420	67842	72291	56550	77810	61744	72858	76092	71714	72583	72786	66696	62545	63652	70469	62068	65071	68329	63663	67261	63717	60883	57122	70340	68717	65875	67478	69858	67818	67045	60797	68876	60740	62136	64249	71897	75747	62157	71832	68013	61028	72542	71068	61146	65211	43436	73239	66208	64973	43729	56647	49953	190486	191578	197246	161814	12006	101314	8193	112002	83022	107455	120847	111369	125284	125172	115125	90844	120234	86682	136565	99335	138613	145916	133850	143590	128979	132563	120102	155839	148412	153740	125966	149584	158223	141028	151344	134150	111658	119322	94093	78886	120429	80314	140943	175287	19774	106231	288314	87548	89583	32227	94711	44539	133340
Zhou_2013:Donor-IAVI57	88445	2571	93911	44996	55757	49415	51593	55164	53644	45779	51269	42679	48003	46196	47870	47320	47307	43434	56646	55467	52123	48286	48603	54707	39953	55754	45546	51202	49322	50913	49369	58105	49784	58157	45763	46240	49411	48961	50046	50339	47837	47592	43076	47470	46266	43844	44915	38790	53841	53219	51659	53690	42554	57369	47739	54314	59665	55797	55611	54408	50109	45373	48567	53352	48103	47191	51716	47708	50201	46568	45811	42573	52197	52431	49260	51594	52553	51412	50416	45764	51426	45160	45443	47878	54206	55504	47538	52951	49920	45844	56655	52105	46904	50379	33990	54961	49798	50158	34448	45006	38266	160436	161753	168208	162247	2265	94948	1954	87712	62390	82471	94962	90349	102710	100602	91669	72024	98219	67140	108903	78797	113167	119502	101974	125717	106362	111682	100786	128045	126553	130092	106083	118072	134532	120165	124305	116174	87461	94798	72352	60075	100154	65103	117128	149513	20510	106537	87548	271046	70134	32066	92956	44784	111923
Zhou_2013:Donor-IAVI74	169467	49077	196279	88342	108063	94131	93403	102570	99542	84392	95031	82490	91618	85285	92351	93711	90837	79987	107258	102330	94285	92331	87041	101758	75984	103460	89747	93900	93028	94859	88391	103760	85882	104316	90403	91025	90802	93105	93093	91898	87591	89682	82106	89492	91798	85369	88393	80013	101279	99954	97520	99474	85969	110631	88844	101240	106465	101400	102599	100797	93263	89083	94768	101560	90882	91352	97169	90938	92534	92237	87408	84909	99125	100093	93368	100285	100218	98163	97665	90100	96539	88594	89205	92300	106124	106766	91898	100009	98728	90209	106065	97328	87672	94382	66155	106301	93672	96903	68000	82283	76087	280321	283461	287850	204691	31390	88731	26965	171415	131556	159406	184002	172828	182145	183743	170323	142808	170871	125557	200340	152355	215452	229382	201762	213246	199009	207938	194941	237537	223660	234632	202146	220483	237594	213218	227252	199009	167475	175576	141714	117873	175424	117630	223125	261846	41844	156703	89583	70134	451214	52823	113855	77398	205156
Zhou_2013:Donor-NIAID45	55603	1328	60349	35303	39665	36013	37660	40567	38357	33843	34582	32769	35631	33555	34747	36474	34817	30458	41209	40844	38625	35773	35382	39399	29579	39460	34727	37401	36299	38161	35591	39067	37185	40331	34440	36226	35584	37948	37259	35834	34666	35513	31458	36396	33500	32934	34372	30499	39304	40043	39412	38809	34303	41282	34430	39565	43275	39491	40166	39997	38109	35513	36247	39723	34952	36226	39011	36278	37440	36581	35456	32619	39457	37949	37714	37446	37640	38649	36864	33065	37773	33840	34830	36018	39327	41262	36647	38143	38330	33084	41021	38106	33733	37216	26127	40109	36673	35056	27238	31612	27882	83329	84304	86690	82378	1281	36079	1398	54460	42987	54698	59393	54605	59744	57748	56886	48305	57804	43961	63955	49963	66823	69371	64434	66850	60509	64476	60854	72654	68112	70652	60934	69770	74574	66356	71027	60292	53430	58903	46404	39666	60112	42907	67328	77475	32663	122750	32227	32066	52823	122754	57970	49156	67068
Zhou_2013:Donor-RU3	132640	3347	145224	65671	82252	72602	75506	83472	79085	64944	70986	62241	70649	66072	68406	68310	68244	60521	84968	83075	74858	69693	69377	78912	55454	82089	66372	76639	72491	75863	70588	82452	71123	85897	67585	69656	70937	72809	73770	73165	68548	69486	60525	70831	65578	64131	66463	57285	78818	80451	76371	77553	63996	85771	68004	80213	85597	81637	81965	81118	75940	68117	71429	81420	70096	71479	79578	70052	74913	71418	68642	61537	78042	76693	74746	75742	76751	76954	72942	65397	77456	65265	66642	69713	79305	85025	69008	77098	73749	64480	85505	77491	67477	74142	47551	81381	72069	72667	49817	62726	54035	252531	257712	263400	253472	3268	103244	3172	133175	93830	125346	148735	134255	150189	147359	138012	109098	145537	97755	167576	116654	170497	184788	160523	189106	159996	168379	156835	200849	192948	200177	159483	187199	207969	181350	193897	168449	129246	143168	107381	84710	146540	91240	178171	227878	44628	194301	94711	92956	113855	57970	417515	83074	178033
Zhu_2012:Donor-39	83845	2093	93163	43882	52402	48790	47638	51785	49533	43778	47076	43089	48268	44416	44672	44785	44892	40618	54452	52795	48621	45964	47039	51409	38775	53031	42774	47985	46942	50138	48025	54563	46023	55044	45069	45689	46611	46458	47678	47565	46706	45985	41412	46736	44650	43308	43596	39553	51264	50753	48306	49465	41377	54223	46257	50993	54497	51511	52804	51312	46912	43800	47938	50632	47506	45473	49317	46459	47202	46370	44232	41792	50234	49230	46471	50019	49586	49882	47899	43721	49359	43220	43294	44902	51836	53862	45792	49232	48656	43909	57034	48369	44019	49529	33996	52229	47717	49024	36498	43116	37349	143018	144750	146338	147438	2273	55081	2351	84169	62963	78886	90707	85664	92404	90568	87077	72254	91025	62886	102037	75557	103938	114737	98393	115344	101770	105686	104434	121939	119538	123766	100574	108758	125529	110601	117100	103710	85396	91653	70943	56928	94384	61871	110235	133123	38534	132382	44539	44784	77398	49156	83074	230885	102181
Zhu_2013:Donor-C38	300384	96738	382503	129581	168609	141000	145010	160793	157111	125565	146981	119654	134475	125502	141448	141745	137686	114709	164989	158610	146709	141045	127364	160008	109887	158889	134031	143502	140850	142042	131995	162095	126805	162541	137471	137186	135688	138234	140378	137882	130747	134239	121385	133808	143551	129210	133511	118041	156829	154574	154885	154086	132981	172172	132402	157719	164405	155794	155655	153798	144517	136456	142385	159597	136751	135304	152086	138552	139045	135057	133861	127017	152660	154791	146695	153738	156215	153774	147761	136386	142903	135706	136017	141306	166827	163976	140193	154918	153445	138666	163083	149386	132572	142187	94163	166923	138742	149504	99167	120403	111140	634652	642097	662265	389573	71144	128793	72108	309835	225846	282096	339195	320313	334493	348578	308406	239877	306903	207650	381765	274288	455680	485033	395913	432405	391487	425578	390498	499710	457304	487729	422292	450435	494752	429225	461497	401621	302759	323004	246842	193601	320484	193500	478802	589530	51454	263142	133340	111923	205156	67068	178033	102181	1158200
